game,patch,steam_build_id,race,race_slug,culture_key,subculture_key,faction_name,faction_key,campaign_key,building_name,building_key,building_chain_name,building_chain_key,building_level,settlement_tier_requirement,construction_cost,construction_turns,building_upkeep,only_in_capital,resource_requirement_key,required_building_key,income,growth,control,trade_resource_key,trade_resource_quantity,recruitment_cost_modifier,upkeep_modifier,is_unique
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Obelisk of Khorne,wh3_main_dae_advanced_kho_1,Advanced Recruitment,wh3_main_dae_advanced_kho,0,1,1000,3,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Obelisk of Nurgle,wh3_main_dae_advanced_nur_1,Advanced Recruitment,wh3_main_dae_advanced_nur,0,1,1000,3,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Obelisk of Slaanesh,wh3_main_dae_advanced_sla_1,Advanced Recruitment,wh3_main_dae_advanced_sla,0,1,1000,3,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Obelisk of Tzeentch,wh3_main_dae_advanced_tze_1,Advanced Recruitment,wh3_main_dae_advanced_tze,0,1,1000,3,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monolith of Khorne,wh3_main_dae_advanced_kho_2,Advanced Recruitment,wh3_main_dae_advanced_kho,1,2,2000,4,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monolith of Nurgle,wh3_main_dae_advanced_nur_2,Advanced Recruitment,wh3_main_dae_advanced_nur,1,2,2000,4,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monolith of Slaanesh,wh3_main_dae_advanced_sla_2,Advanced Recruitment,wh3_main_dae_advanced_sla,1,2,2000,4,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monolith of Tzeentch,wh3_main_dae_advanced_tze_2,Advanced Recruitment,wh3_main_dae_advanced_tze,1,2,2000,4,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monument of Khorne,wh3_main_dae_advanced_kho_3,Advanced Recruitment,wh3_main_dae_advanced_kho,2,3,3000,5,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monument of Nurgle,wh3_main_dae_advanced_nur_3,Advanced Recruitment,wh3_main_dae_advanced_nur,2,3,3000,5,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monument of Slaanesh,wh3_main_dae_advanced_sla_3,Advanced Recruitment,wh3_main_dae_advanced_sla,2,3,3000,5,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Monument of Tzeentch,wh3_main_dae_advanced_tze_3,Advanced Recruitment,wh3_main_dae_advanced_tze,2,3,3000,5,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Temple of Khorne,wh3_main_dae_advanced_kho_4,Advanced Recruitment,wh3_main_dae_advanced_kho,3,4,5000,6,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Temple of Nurgle,wh3_main_dae_advanced_nur_4,Advanced Recruitment,wh3_main_dae_advanced_nur,3,4,5000,6,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Temple of Slaanesh,wh3_main_dae_advanced_sla_4,Advanced Recruitment,wh3_main_dae_advanced_sla,3,4,5000,6,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Temple of Tzeentch,wh3_main_dae_advanced_tze_4,Advanced Recruitment,wh3_main_dae_advanced_tze,3,4,5000,6,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Cathedral of Blood,wh3_main_dae_advanced_kho_5,Advanced Recruitment,wh3_main_dae_advanced_kho,4,5,10000,7,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Cathedral of Decay,wh3_main_dae_advanced_nur_5,Advanced Recruitment,wh3_main_dae_advanced_nur,4,5,10000,7,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Cathedral of Pain,wh3_main_dae_advanced_sla_5,Advanced Recruitment,wh3_main_dae_advanced_sla,4,5,10000,7,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Cathedral of Change,wh3_main_dae_advanced_tze_5,Advanced Recruitment,wh3_main_dae_advanced_tze,4,5,10000,7,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Flame of Asuryan,wh2_main_special_shrine_of_asuryan_1_other,Asuryan Worship,wh2_main_special_shrine_of_asuryan_other,0,1,2000,3,0,false,,,,,5,,,,,true
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Eight-Fold Path,wh3_main_dae_control_kho_1,Control,wh3_main_dae_control_kho,0,1,1000,1,0,false,,,,,2,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Seventh Mortuary,wh3_main_dae_control_nur_1,Control,wh3_main_dae_control_nur,0,1,1000,1,0,false,,,,,2,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Carnal Dens,wh3_main_dae_control_sla_1,Control,wh3_main_dae_control_sla,0,1,1000,1,0,false,,,,,2,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Condors of the Steppes,wh3_main_dae_control_tze_1,Control,wh3_main_dae_control_tze,0,1,1000,1,0,false,,,,,2,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Sixty-Four-Fold Path,wh3_main_dae_control_kho_2,Control,wh3_main_dae_control_kho,1,2,1500,2,0,false,,,,,3,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Liber Bacterium,wh3_main_dae_control_nur_2,Control,wh3_main_dae_control_nur,1,2,1500,2,0,false,,,,,3,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Inn of Excess,wh3_main_dae_control_sla_2,Control,wh3_main_dae_control_sla,1,2,1500,2,0,false,,,,,3,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Convocation of Agitators,wh3_main_dae_control_tze_2,Control,wh3_main_dae_control_tze,1,2,1500,2,0,false,,,,,3,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,The 4096th Way,wh3_main_dae_control_kho_3,Control,wh3_main_dae_control_kho,2,3,2000,3,0,false,,,,,4,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Daemonic Assembly,wh3_main_dae_control_nur_3,Control,wh3_main_dae_control_nur,2,3,2000,3,0,false,,,,,4,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Masochists' Lodge,wh3_main_dae_control_sla_3,Control,wh3_main_dae_control_sla,2,3,2000,3,0,false,,,,,4,,,,,false
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,Legion of Chaos,wh3_main_dae_daemon_prince,,Mirror of Fates,wh3_main_dae_control_tze_3,Control,wh3_main_dae_control_tze,2,3,2000,3,0,false,,,,,4,,,,,false
