game,patch,steam_build_id,unit_scale,faction_name,faction_key,subculture_key,military_group,unit_key,unit_name,category,unit_class,caste,tier,weight,in_encyclopedia,is_renown,entity_count,hp_per_entity,total_hp,barrier_health,is_large,is_single_entity,armour,shield_block_chance,melee_defence,leadership,physical_resistance,missile_resistance,spell_resistance,ward_save,fire_resistance,melee_attack,weapon_base_damage,weapon_ap_damage,charge_bonus,bonus_vs_infantry,bonus_vs_large,attack_interval,max_splash_targets,melee_is_magical,melee_is_flaming,speed,mass,has_missile_weapon,accuracy,ammunition,range,reload_time,missile_base_damage,missile_ap_damage,missile_bonus_vs_infantry,missile_bonus_vs_large,projectiles_per_shot,shots_per_volley,burst_size,projectile_velocity,projectile_spread,marksmanship_bonus,calibration_distance,calibration_area,missile_is_magical,missile_is_flaming,multiplayer_cost,campaign_recruit_cost,campaign_upkeep,source_main_unit_key,source_land_unit_key,source_battle_entity_key,source_man_entity_key,source_mount_entity_key,source_engine_entity_key,source_melee_weapon_key,source_projectile_key,extracted_at_utc,notes
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_main_sla_cha_cultist_1,Cultist of Slaanesh,cavalry,com,hero,0,heavy,false,false,1,4096,4096,0,true,true,55,0,55,65,20,0,0,0,0,40,280,120,45,25,0,4,4,false,false,83,1000,false,10,,,,,,,,,,,,,,,,,,850,1000,250,wh3_main_sla_cha_cultist_1,wh3_main_sla_cha_cultist_1,wh3_dlc20_chs_mnt_chaos_steed_msla_cultist,wh3_dlc20_cultist_rider_slaanesh_blood_dismembers,wh3_dlc20_chs_mnt_chaos_steed_msla_cultist,,wh3_main_sla_dual_swords_cultist,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc27_sla_cha_druchii_anointed_cold_one,Druchii Anointed,cavalry,com,hero,0,heavy,true,false,1,4276,4276,0,true,true,110,0,42,75,20,15,0,0,0,60,160,260,40,30,0,4,3,false,false,68,1500,false,10,,,,,,,,,,,,,,,,,,1050,1050,275,wh3_dlc27_sla_cha_druchii_anointed_cold_one,wh3_dlc27_sla_cha_druchii_anointed_cold_one,wh2_main_def_cavalry_cold_one_170_hero_blood,wh3_dlc27_sla_cha_druchii_rider_cold_one,wh2_main_def_cavalry_cold_one_170_hero_blood,,wh3_dlc27_druchii_greatsword,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_main_sla_cha_alluress_shadow_0,Alluress (Shadows),inf_melee,com,hero,0,medium,true,false,1,3568,3568,0,false,true,15,0,50,65,20,0,0,0,0,55,95,280,35,0,0,4,4,true,false,62,500,false,10,,,,,,,,,,,,,,,,,,700,850,225,wh3_main_sla_cha_alluress_shadow_0,wh3_main_sla_cha_alluress_shadow_0,wh3_main_sla_cha_alluress_blood_dismembers,wh3_main_sla_cha_alluress_blood_dismembers,,,wh3_main_sla_cha_alluress_claw,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_main_sla_cha_alluress_slaanesh_0,Alluress (Slaanesh),inf_melee,com,hero,0,medium,false,false,1,3568,3568,0,false,true,15,0,50,65,20,0,0,0,0,55,95,280,35,0,0,4,4,true,false,62,500,false,10,,,,,,,,,,,,,,,,,,700,850,225,wh3_main_sla_cha_alluress_slaanesh_0,wh3_main_sla_cha_alluress_slaanesh_0,wh3_main_sla_cha_alluress_blood_dismembers,wh3_main_sla_cha_alluress_blood_dismembers,,,wh3_main_sla_cha_alluress_claw,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_twa06_sla_inf_daemonette_ror_0,Bringers of Beguilement (Exalted Daemonettes of Slaanesh),inf_melee,inf_mel,melee_infantry,3,heavy,true,true,100,77,7700,0,false,false,15,0,54,90,20,0,0,0,0,59,15,35,35,0,0,4,1,true,false,54,80,false,10,,,,,,,,,,,,,,,,,,1450,1450,363,wh3_twa06_sla_inf_daemonette_ror_0,wh3_twa06_sla_inf_daemonette_ror_0,wh3_main_sla_inf_daemonette_blood_dismembers,wh3_main_sla_inf_daemonette_blood_dismembers,,,wh3_twa06_sla_daemonette_exalted_claws_ror,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc27_sla_mon_champions_of_slaanesh,Champions Of Slaanesh,inf_melee,inf_mel,monstrous_infantry,4,very_heavy,true,false,16,490,7840,0,true,false,60,30,55,75,20,0,0,0,0,52,42,58,40,25,0,4,1,true,false,65,1200,false,10,,,,,,,,,,,,,,,,,,1750,1750,438,wh3_dlc27_sla_mon_champions_of_slaanesh,wh3_dlc27_sla_mon_champions_of_slaanesh,wh3_dlc27_sla_champions_of_slaanesh,wh3_dlc27_sla_champions_of_slaanesh,,,wh3_dlc27_sla_champions_of_slaanesh_dual_swords,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc27_sla_inf_chaos_furies_dechala,Chaos Furies (Slaanesh),inf_melee,inf_mel,monstrous_infantry,2,medium,true,false,60,88,5280,0,false,false,25,0,18,50,20,0,0,0,0,36,8,24,20,0,0,4,1,true,false,100,250,false,10,,,,,,,,,,,,,,,,,,650,650,163,wh3_dlc27_sla_inf_chaos_furies_dechala,wh3_main_sla_inf_chaos_furies_0,wh3_main_infantry_sla_furies_blood,wh3_main_infantry_sla_furies_blood,,,wh3_main_sla_furies_claws,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_main_sla_inf_chaos_furies_0,Chaos Furies (Slaanesh),inf_melee,inf_mel,monstrous_infantry,2,medium,true,false,60,88,5280,0,false,false,25,0,18,50,20,0,0,0,0,36,8,24,20,0,0,4,1,true,false,100,250,false,10,,,,,,,,,,,,,,,,,,650,550,138,wh3_main_sla_inf_chaos_furies_0,wh3_main_sla_inf_chaos_furies_0,wh3_main_infantry_sla_furies_blood,wh3_main_infantry_sla_furies_blood,,,wh3_main_sla_furies_claws,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla,Chaos Sorcerer Lord of Slaanesh (Shadows),inf_melee,com,lord,0,heavy,false,false,1,3808,3808,0,false,true,80,0,44,70,5,15,0,0,0,48,240,120,20,0,0,4,3,true,false,38,1000,false,10,,,,,,,,,,,,,,,,,,800,1000,250,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla,wh3_dlc27_chs_cha_chaos_sorcerer_lord_shadows_msla,wh3_dlc27_chs_cha_chaos_sorcerer_lord_shadows_msla,,,wh3_dlc27_sla_sword_sorcerer,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla,Chaos Sorcerer Lord of Slaanesh (Slaanesh),inf_melee,com,lord,0,heavy,false,false,1,3808,3808,0,false,true,80,0,44,70,5,15,0,0,0,48,240,120,20,0,0,4,3,true,false,38,1000,false,10,,,,,,,,,,,,,,,,,,800,1000,250,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla,wh3_dlc27_chs_cha_chaos_sorcerer_lord_slaanesh_msla,wh3_dlc27_chs_cha_chaos_sorcerer_lord_slaanesh_msla,,,wh3_dlc27_sla_sword_sorcerer,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc20_chs_inf_chaos_warriors_msla,Chaos Warriors of Slaanesh,inf_melee,inf_mel,melee_infantry,2,heavy,true,false,100,90,9000,0,false,false,100,55,44,75,5,0,0,0,0,36,26,10,20,0,0,4,1,false,false,33,160,false,10,,,,,,,,,,,,,,,,,,800,800,200,wh3_dlc20_chs_inf_chaos_warriors_msla,wh3_dlc20_chs_inf_chaos_warriors_msla,wh3_dlc20_infantry_standard_msla_very_large_blood_dismembers,wh3_dlc20_infantry_standard_msla_very_large_blood_dismembers,,,wh3_dlc20_chs_warriors_msla_sword,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges,Chaos Warriors of Slaanesh (Hellscourges),inf_melee,inf_mel,melee_infantry,2,heavy,true,false,100,90,9000,0,false,false,100,55,54,75,5,0,0,0,0,32,26,6,20,0,0,4,1,false,false,33,160,false,10,,,,,,,,,,,,,,,,,,950,950,237,wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges,wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges,wh3_dlc20_infantry_standard_msla_very_large_blood_dismembers,wh3_dlc20_infantry_standard_msla_very_large_blood_dismembers,,,wh3_dlc20_chs_warriors_hellscourge_whip,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,wh3_main_sla,wh3_dlc20_chs_inf_chosen_msla,Chosen of Slaanesh,inf_melee,inf_mel,melee_infantry,3,heavy,true,false,80,131,10480,0,false,false,120,60,60,85,5,0,0,0,0,46,34,14,26,0,0,3.8,1,false,false,33,160,false,10,,,,,,,,,,,,,,,,,,1350,1350,338,wh3_dlc20_chs_inf_chosen_msla,wh3_dlc20_chs_inf_chosen_msla,wh3_dlc20_infantry_standard_msla_very_large_blood_dismembers,wh3_dlc20_infantry_standard_msla_very_large_blood_dismembers,,,wh3_dlc20_chs_chosen_msla_sword,,2026-08-24T07:47:56.946Z,
