game,patch,steam_build_id,unit_scale,faction_name,faction_key,subculture_key,military_group,unit_key,unit_name,category,unit_class,caste,tier,weight,in_encyclopedia,is_renown,entity_count,hp_per_entity,total_hp,barrier_health,is_large,is_single_entity,armour,shield_block_chance,melee_defence,leadership,physical_resistance,missile_resistance,spell_resistance,ward_save,fire_resistance,melee_attack,weapon_base_damage,weapon_ap_damage,charge_bonus,bonus_vs_infantry,bonus_vs_large,attack_interval,max_splash_targets,melee_is_magical,melee_is_flaming,speed,mass,has_missile_weapon,accuracy,ammunition,range,reload_time,missile_base_damage,missile_ap_damage,missile_bonus_vs_infantry,missile_bonus_vs_large,projectiles_per_shot,shots_per_volley,burst_size,projectile_velocity,projectile_spread,marksmanship_bonus,calibration_distance,calibration_area,missile_is_magical,missile_is_flaming,multiplayer_cost,campaign_recruit_cost,campaign_upkeep,source_main_unit_key,source_land_unit_key,source_battle_entity_key,source_man_entity_key,source_mount_entity_key,source_engine_entity_key,source_melee_weapon_key,source_projectile_key,extracted_at_utc,notes
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_art_blessed_field_trebuchet_0,Blessed Field Trebuchets,artillery,art_fld,warmachine,2,very_heavy,true,false,44,98.45454545454545,4332,0,false,false,15,0,6,40,0,0,0,0,0,10,22,8,5,0,0,4.3,1,false,false,20,2000,false,10,,,,,,,,,,,,,,,,,,800,850,213,wh_dlc07_brt_art_blessed_field_trebuchet_0,wh_dlc07_brt_art_blessed_field_trebuchet_0,wh_main_brt_art_trebuchet,wh2_dlc16_infantry_standard_crew_blood_dismembers,,wh_main_brt_art_trebuchet,wh_main_brt_hammer,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_main_brt_art_field_trebuchet,Field Trebuchets,artillery,art_fld,warmachine,2,very_heavy,true,false,44,98.45454545454545,4332,0,false,false,15,0,6,40,0,0,0,0,0,10,22,8,5,0,0,4.3,1,false,false,20,2000,false,10,,,,,,,,,,,,,,,,,,600,650,163,wh_main_brt_art_field_trebuchet,wh_main_brt_art_field_trebuchet,wh_main_brt_art_trebuchet,wh2_dlc16_infantry_standard_crew_blood_dismembers,,wh_main_brt_art_trebuchet,wh_main_brt_hammer,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_cha_damsel_beasts_1,Damsel (Beasts),cavalry,com,hero,0,light,false,false,1,3848,3848,0,true,true,15,0,22,55,0,15,0,0,0,34,200,85,35,0,0,4,3,false,false,92,500,false,10,,,,,,,,,,,,,,,,,,450,1100,275,wh_dlc07_brt_cha_damsel_beasts_1,wh_dlc07_brt_cha_damsel_beasts_1,wh_main_brt_mnt_cavalry_deprecated,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh_main_brt_mnt_cavalry_deprecated,,wh_main_brt_sword_caster_hero,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_cha_damsel_beasts_2,Damsel (Beasts),cavalry,com,hero,0,light,false,false,1,3848,3848,0,true,true,40,0,22,55,0,15,0,0,0,34,200,85,35,0,0,4,3,false,false,84,1500,false,10,,,,,,,,,,,,,,,,,,500,1200,300,wh_dlc07_brt_cha_damsel_beasts_2,wh_dlc07_brt_cha_damsel_beasts_2,wh_main_brt_mnt_cavalry_hero_blood,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh_main_brt_mnt_cavalry_hero_blood,,wh_main_brt_sword_caster_hero,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_main_brt_cha_damsel_1,Damsel (Heavens),cavalry,com,hero,0,light,false,false,1,3848,3848,0,true,true,15,0,22,55,0,15,0,0,0,34,200,85,35,0,0,4,3,false,false,92,500,false,10,,,,,,,,,,,,,,,,,,450,1100,275,wh_main_brt_cha_damsel_1,wh_main_brt_cha_damsel_1,wh_main_brt_mnt_cavalry_deprecated,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh_main_brt_mnt_cavalry_deprecated,,wh_main_brt_sword_caster_hero,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_main_brt_cha_damsel_2,Damsel (Heavens),cavalry,com,hero,0,light,false,false,1,3848,3848,0,true,true,40,0,22,55,0,15,0,0,0,34,200,85,35,0,0,4,3,false,false,84,1500,false,10,,,,,,,,,,,,,,,,,,500,1200,300,wh_main_brt_cha_damsel_2,wh_main_brt_cha_damsel_2,wh_main_brt_mnt_cavalry_hero_blood,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh_main_brt_mnt_cavalry_hero_blood,,wh_main_brt_sword_caster_hero,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_cha_damsel_life_1,Damsel (Life),cavalry,com,hero,0,light,false,false,1,3848,3848,0,true,true,15,0,22,55,0,15,0,0,0,34,200,85,35,0,0,4,3,false,false,92,500,false,10,,,,,,,,,,,,,,,,,,450,1100,275,wh_dlc07_brt_cha_damsel_life_1,wh_dlc07_brt_cha_damsel_life_1,wh_main_brt_mnt_cavalry_deprecated,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh_main_brt_mnt_cavalry_deprecated,,wh_main_brt_sword_caster_hero,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_cha_damsel_life_2,Damsel (Life),cavalry,com,hero,0,light,false,false,1,3848,3848,0,true,true,40,0,22,55,0,15,0,0,0,34,200,85,35,0,0,4,3,false,false,84,1500,false,10,,,,,,,,,,,,,,,,,,500,1200,300,wh_dlc07_brt_cha_damsel_life_2,wh_dlc07_brt_cha_damsel_life_2,wh_main_brt_mnt_cavalry_hero_blood,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh_main_brt_mnt_cavalry_hero_blood,,wh_main_brt_sword_caster_hero,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_cha_fay_enchantress_1,Fay Enchantress,cavalry,com,lord,0,heavy,false,false,1,4576,4576,0,true,true,15,0,34,70,0,15,60,0,0,46,200,100,74,0,0,4,3,true,false,95,1500,false,10,,,,,,,,,,,,,,,,,,850,1500,375,wh_dlc07_brt_cha_fay_enchantress_1,wh_dlc07_brt_cha_fay_enchantress_1,wh_dlc07_brt_mnt_silvaron,wh2_dlc16_infantry_standard_hero_blood_low_kb_resist,wh_dlc07_brt_mnt_silvaron,,wh_dlc07_brt_caster_fay,,2026-08-24T07:47:56.946Z,
warhammer_3,8.1.1,24237342,ultra,Bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,wh_main_group_bretonnia,wh_dlc07_brt_cav_grail_guardians_0,Grail Guardians,cavalry,cav_mel,melee_cavalry,4,very_heavy,true,false,32,252,8064,0,true,false,120,35,58,85,0,0,0,0,0,42,24,36,50,0,0,4.5,2,true,false,84,1200,false,10,,,,,,,,,,,,,,,,,,1850,1900,475,wh_dlc07_brt_cav_grail_guardians_0,wh_dlc07_brt_cav_grail_guardians_0,wh_main_brt_mnt_cavalry_knights_heavy_blood,wh_main_cavalry_rider_standard_blood,wh_main_brt_mnt_cavalry_knights_heavy_blood,,wh_dlc07_brt_sword_grail_guardian,,2026-08-24T07:47:56.946Z,
