game,patch,steam_build_id,race,race_slug,culture_key,subculture_key,faction_name,faction_key,campaign_key,building_name,building_key,building_chain_name,building_chain_key,building_level,settlement_tier_requirement,construction_cost,construction_turns,building_upkeep,only_in_capital,resource_requirement_key,required_building_key,income,growth,control,trade_resource_key,trade_resource_quantity,recruitment_cost_modifier,upkeep_modifier,is_unique
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,Troll Lair,wh_dlc27_nor_offerings_0_throgg,{{tr:building_chains_chain_tooltip_wh_main_NORSCA_offerings}},wh_dlc27_NORSCA_offerings_throgg,0,1,750,1,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh_main_nor_offerings_1}},wh_dlc27_nor_offerings_1_throgg,{{tr:building_chains_chain_tooltip_wh_main_NORSCA_offerings}},wh_dlc27_NORSCA_offerings_throgg,1,2,1500,2,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh_main_nor_offerings_2}},wh_dlc27_nor_offerings_2_throgg,{{tr:building_chains_chain_tooltip_wh_main_NORSCA_offerings}},wh_dlc27_NORSCA_offerings_throgg,2,3,3500,3,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_dlc27_nor_offerings_2b}},wh3_dlc27_nor_offerings_2b_throgg,{{tr:building_chains_chain_tooltip_wh_main_NORSCA_offerings}},wh_dlc27_NORSCA_offerings_throgg,2,3,0,2,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_dlc27_nor_offerings_3}},wh3_dlc27_nor_offerings_3_throgg,{{tr:building_chains_chain_tooltip_wh_main_NORSCA_offerings}},wh_dlc27_NORSCA_offerings_throgg,3,4,5000,4,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_main_chs_loot_2wh_main_chs_chaos}},wh3_dlc27_nor_chaos_altar_kho_raiding_1,{{tr:building_chains_chain_tooltip_wh2_dlc12_under_empire_food_raiding_camp}},wh3_dlc27_nor_chaos_altar_kho_raiding,0,1,750,1,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_main_chs_loot_2wh_main_chs_chaos}},wh3_dlc27_nor_chaos_altar_nur_raiding_1,{{tr:building_chains_chain_tooltip_wh2_dlc12_under_empire_food_raiding_camp}},wh3_dlc27_nor_chaos_altar_nur_raiding,0,1,750,1,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_main_chs_loot_2wh_main_chs_chaos}},wh3_dlc27_nor_chaos_altar_sla_raiding_1,{{tr:building_chains_chain_tooltip_wh2_dlc12_under_empire_food_raiding_camp}},wh3_dlc27_nor_chaos_altar_sla_raiding,0,1,750,1,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_main_chs_loot_2wh_main_chs_chaos}},wh3_dlc27_nor_chaos_altar_tze_raiding_1,{{tr:building_chains_chain_tooltip_wh2_dlc12_under_empire_food_raiding_camp}},wh3_dlc27_nor_chaos_altar_tze_raiding,0,1,750,1,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Norsca,norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,Wintertooth,wh_dlc08_nor_wintertooth,,{{tr:building_culture_variants_name_wh3_main_chs_loot_2wh_main_chs_chaos}},wh3_dlc27_nor_chaos_altar_und_raiding_1,{{tr:building_chains_chain_tooltip_wh2_dlc12_under_empire_food_raiding_camp}},wh3_dlc27_nor_chaos_altar_und_raiding,0,1,750,1,0,false,,,,,,,,,,false
