game,patch,steam_build_id,race,race_slug,culture_key,subculture_key,faction_name,faction_key,campaign_key,building_name,building_key,building_chain_name,building_chain_key,building_level,settlement_tier_requirement,construction_cost,construction_turns,building_upkeep,only_in_capital,resource_requirement_key,required_building_key,income,growth,control,trade_resource_key,trade_resource_quantity,recruitment_cost_modifier,upkeep_modifier,is_unique
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Anurell's Tomb,wh3_dlc23_special_anurells_tomb_chd,Anurell's Tomb Landmark,wh3_dlc23_special_anurells_tomb_chd,0,3,6000,4,0,false,,,,,,,,,,true
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Gunsmith,wh3_dlc23_chd_factory_assembly_line_1,Assembly Line,wh3_dlc23_chd_factory_assembly_line,0,1,0,2,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Weapons Workshop,wh3_dlc23_chd_factory_assembly_line_2,Assembly Line,wh3_dlc23_chd_factory_assembly_line,1,2,0,4,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Armament Assembly Line,wh3_dlc23_chd_factory_assembly_line_3,Assembly Line,wh3_dlc23_chd_factory_assembly_line,2,3,0,6,0,false,,,,,,,,,,false
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Occupied Bastion Gatehouse,wh3_main_special_settlement_bastion_chd_1,Bastion,wh3_dlc23_special_settlement_bastion_chd,1,0,0,3,0,false,,,,,,,,,,true
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Occupied Bastion Tower,wh3_main_special_settlement_bastion_chd_2,Bastion,wh3_dlc23_special_settlement_bastion_chd,2,0,0,4,0,false,,,,,,,,,,true
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Occupied Bastion Citadel,wh3_main_special_settlement_bastion_chd_3,Bastion,wh3_dlc23_special_settlement_bastion_chd,3,0,0,5,0,false,,,,,,,,,,true
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Occupied Bastion Stronghold,wh3_main_special_settlement_bastion_chd_4,Bastion,wh3_dlc23_special_settlement_bastion_chd,4,0,0,6,0,false,,,,,,,,,,true
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Occupied Bastion Fortress,wh3_main_special_settlement_bastion_chd_5,Bastion,wh3_dlc23_special_settlement_bastion_chd,5,0,0,7,0,false,,,,,,,,,,true
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,,Lava Fields,wh3_dlc23_chd_military_beasts_1,Beasts,wh3_dlc23_chd_military_beasts,0,2,0,3,0,false,,,,,,,,,,false
