record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
faction,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has_database_tree,factions_tables,db/factions_tables/data__.tsv,103,wh2_dlc16_wef_drycha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_set,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,,,,,,,,,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_node_sets_tables,db/technology_node_sets_tables/data__.tsv,35,wef_civ,,,,,,,FFB62F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_0_0,,,wh_dlc05_tech_2_morai_heg,"Morai-Heg, the Crone","Also known as the Crone, Morai Heg is the only god in the Elven pantheon who is neither Cadai or Cytharai.",Morai Heg is the Weaver of Prophecy and Keeper of Souls - she knows and sees everything and is responsible for laying out the secrets of the future in the stars. Each and every Elven death is foretold by her. The archers of Athel Loren have a deep respect for Morai Heg; no Elven archer would shoot down a raven as they are her chosen messengers.,,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,3,dlc05_tech_wef_0_0_0,,,,,,,,4,0,400,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_0_0,,,wh_dlc05_tech_2_morai_heg,"Morai-Heg, the Crone","Also known as the Crone, Morai Heg is the only god in the Elven pantheon who is neither Cadai or Cytharai.",Morai Heg is the Weaver of Prophecy and Keeper of Souls - she knows and sees everything and is responsible for laying out the secrets of the future in the stars. Each and every Elven death is foretold by her. The archers of Athel Loren have a deep respect for Morai Heg; no Elven archer would shoot down a raven as they are her chosen messengers.,,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1555,wh_dlc05_tech_2_morai_heg,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,0,wh_dlc05_wood_elves_morai_heg,false,false,,7164,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_0_0,,,wh_dlc05_tech_2_morai_heg,"Morai-Heg, the Crone","Also known as the Crone, Morai Heg is the only god in the Elven pantheon who is neither Cadai or Cytharai.",Morai Heg is the Weaver of Prophecy and Keeper of Souls - she knows and sees everything and is responsible for laying out the secrets of the future in the stars. Each and every Elven death is foretold by her. The archers of Athel Loren have a deep respect for Morai Heg; no Elven archer would shoot down a raven as they are her chosen messengers.,wh2_dlc16_effect_line_of_sight_mod_all_regions,faction_to_character_own_unseen,25.0000,Campaign line of sight: %+n% for all settlements and characters,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3116,wh_dlc05_tech_2_morai_heg|wh2_dlc16_effect_line_of_sight_mod_all_regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent.png,108,,campaign,true
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_0_0,,,wh_dlc05_tech_2_morai_heg,"Morai-Heg, the Crone","Also known as the Crone, Morai Heg is the only god in the Elven pantheon who is neither Cadai or Cytharai.",Morai Heg is the Weaver of Prophecy and Keeper of Souls - she knows and sees everything and is responsible for laying out the secrets of the future in the stars. Each and every Elven death is foretold by her. The archers of Athel Loren have a deep respect for Morai Heg; no Elven archer would shoot down a raven as they are her chosen messengers.,wh_main_effect_public_order_tech,faction_to_province_own_unseen,1.0000,{{tr:public_order_effect}}: %+n,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3117,wh_dlc05_tech_2_morai_heg|wh_main_effect_public_order_tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public_order.png,160,public_order.png,campaign,true
node,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_1,,,wh_dlc05_tech_1_loec,"Loec, the Trickster","Loec the Trickster protects the souls of Wood Elves from Slaanesh's perverse, Ruinous reach.","Loec the Trickster is beloved of Wardancers and all those who tell the history of Athel Loren through song and dance. He is a benevolent deity who gifts his followers with cat-like grace; all he asks in return is unswerving loyalty and ritual war dances. However, Loec's love does not end when an Elf leaves the mortal realm. He has even been known to steal souls from Slaanesh, using his cunning and intellect to win their freedom from an eternity of torment.",,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,5,dlc05_tech_wef_0_1_1,,,,,,,,1,1,400,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_1,,,wh_dlc05_tech_1_loec,"Loec, the Trickster","Loec the Trickster protects the souls of Wood Elves from Slaanesh's perverse, Ruinous reach.","Loec the Trickster is beloved of Wardancers and all those who tell the history of Athel Loren through song and dance. He is a benevolent deity who gifts his followers with cat-like grace; all he asks in return is unswerving loyalty and ritual war dances. However, Loec's love does not end when an Elf leaves the mortal realm. He has even been known to steal souls from Slaanesh, using his cunning and intellect to win their freedom from an eternity of torment.",,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1538,wh_dlc05_tech_1_loec,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,0,wh_dlc05_wood_elves_loec,false,false,,7071,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_1,,,wh_dlc05_tech_1_loec,"Loec, the Trickster","Loec the Trickster protects the souls of Wood Elves from Slaanesh's perverse, Ruinous reach.","Loec the Trickster is beloved of Wardancers and all those who tell the history of Athel Loren through song and dance. He is a benevolent deity who gifts his followers with cat-like grace; all he asks in return is unswerving loyalty and ritual war dances. However, Loec's love does not end when an Elf leaves the mortal realm. He has even been known to steal souls from Slaanesh, using his cunning and intellect to win their freedom from an eternity of torment.",wh2_dlc16_effect_battle_magic_lore_of_shadows_cooldown_rate,faction_to_force_own_unseen,-10.0000,Cooldown: %+n% to Lore of Shadows spells,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3078,wh_dlc05_tech_1_loec|wh2_dlc16_effect_battle_magic_lore_of_shadows_cooldown_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magic_cooldown_character.png,67,magic_cooldown_character.png,battle,false
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_1,,,wh_dlc05_tech_1_loec,"Loec, the Trickster","Loec the Trickster protects the souls of Wood Elves from Slaanesh's perverse, Ruinous reach.","Loec the Trickster is beloved of Wardancers and all those who tell the history of Athel Loren through song and dance. He is a benevolent deity who gifts his followers with cat-like grace; all he asks in return is unswerving loyalty and ritual war dances. However, Loec's love does not end when an Elf leaves the mortal realm. He has even been known to steal souls from Slaanesh, using his cunning and intellect to win their freedom from an eternity of torment.",wh2_dlc16_effect_missile_resistance_wef_elves,faction_to_force_own_unseen,10.0000,Missile resistance: %n% for all Elf units,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3079,wh_dlc05_tech_1_loec|wh2_dlc16_effect_missile_resistance_wef_elves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance_missile.png,55,,battle,true
